year,temp_anomaly_c,co2_ppm,ocean_ph,biodiversity_index,methane_ppb,ash_optical_depth,magnetosphere_strength,subsurface_habitat_fraction,seismic_intensity
2818.0208,1.5113207818619262e+151,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2828.0208,-6.045283127447705e+151,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
2838.0208,2.418113250979082e+152,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2848.0208,-9.672453003916327e+152,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.002
2858.0208,3.868981201566531e+153,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.002
2868.0208,-1.5475924806266124e+154,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2878.0208,6.19036992250645e+154,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2888.0208,-2.47614796900258e+155,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2898.0208,9.90459187601032e+155,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2908.0208,-3.961836750404128e+156,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2918.0208,1.584734700161651e+157,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2928.0208,-6.338938800646604e+157,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2938.0208,2.5355755202586417e+158,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2948.0208,-1.0142302081034567e+159,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2958.0208,4.056920832413827e+159,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2968.0208,-1.6227683329655307e+160,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2978.0208,6.491073331862123e+160,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
2988.0208,-2.596429332744849e+161,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
2998.0208,1.0385717330979397e+162,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0019
3008.0208,-4.154286932391759e+162,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0019
3018.0208,1.6617147729567034e+163,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3028.0208,-6.646859091826814e+163,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3038.0208,2.6587436367307255e+164,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3048.0208,-1.0634974546922902e+165,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3058.0208,4.253989818769161e+165,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3068.0208,-1.7015959275076643e+166,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3078.0208,6.806383710030657e+166,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3088.0208,-2.722553484012263e+167,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3098.0208,1.0890213936049052e+168,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3108.0208,-4.356085574419621e+168,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3118.0208,1.7424342297678483e+169,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3128.0208,-6.969736919071393e+169,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3138.0208,2.787894767628557e+170,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3148.0208,-1.1151579070514229e+171,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3158.0208,4.4606316282056916e+171,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0018
3168.0208,-1.7842526512822766e+172,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0018
3178.0208,7.137010605129107e+172,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3188.0208,-2.8548042420516426e+173,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3198.0208,1.141921696820657e+174,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3208.0208,-4.567686787282628e+174,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3218.0208,1.8270747149130513e+175,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3228.0208,-7.308298859652205e+175,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3238.0208,2.923319543860882e+176,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3248.0208,-1.1693278175443528e+177,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3258.0208,4.677311270177411e+177,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3268.0208,-1.8709245080709645e+178,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3278.0208,7.483698032283858e+178,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3288.0208,-2.993479212913543e+179,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3298.0208,1.1973916851654173e+180,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3308.0208,-4.789566740661669e+180,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3318.0208,1.9158266962646676e+181,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3328.0208,-7.66330678505867e+181,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3338.0208,3.065322714023468e+182,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3348.0208,-1.2261290856093873e+183,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0017
3358.0208,4.904516342437549e+183,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0017
3368.0208,-1.9618065369750197e+184,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3378.0208,7.847226147900079e+184,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3388.0208,-3.1388904591600315e+185,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3398.0208,1.2555561836640126e+186,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3408.0208,-5.02222473465605e+186,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3418.0208,2.00888989386242e+187,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3428.0208,-8.03555957544968e+187,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3438.0208,3.214223830179872e+188,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3448.0208,-1.285689532071949e+189,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3458.0208,5.142758128287796e+189,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3468.0208,-2.0571032513151182e+190,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3478.0208,8.228413005260473e+190,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3488.0208,-3.291365202104189e+191,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3498.0208,1.3165460808416757e+192,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3508.0208,-5.266184323366703e+192,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3518.0208,2.106473729346681e+193,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3528.0208,-8.425894917386724e+193,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3538.0208,3.37035796695469e+194,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3548.0208,-1.348143186781876e+195,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0016
3558.0208,5.392572747127504e+195,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0016
3568.0208,-2.1570290988510014e+196,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3578.0208,8.628116395404006e+196,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3588.0208,-3.451246558161602e+197,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3598.0208,1.380498623264641e+198,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3608.0208,-5.521994493058564e+198,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3618.0208,2.2087977972234254e+199,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3628.0208,-8.835191188893702e+199,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3638.0208,3.534076475557481e+200,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3648.0208,-1.4136305902229923e+201,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3658.0208,5.654522360891969e+201,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3668.0208,-2.2618089443567877e+202,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3678.0208,9.04723577742715e+202,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3688.0208,-3.61889431097086e+203,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3698.0208,1.447557724388344e+204,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3708.0208,-5.790230897553376e+204,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3718.0208,2.3160923590213506e+205,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3728.0208,-9.264369436085402e+205,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3738.0208,3.705747774434161e+206,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3748.0208,-1.4822991097736644e+207,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3758.0208,5.929196439094657e+207,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3768.0208,-2.371678575637863e+208,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3778.0208,9.486714302551452e+208,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3788.0208,-3.794685721020581e+209,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0015
3798.0208,1.5178742884082323e+210,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0015
3808.0208,-6.071497153632929e+210,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3818.0208,2.4285988614531717e+211,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3828.0208,-9.714395445812687e+211,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3838.0208,3.885758178325075e+212,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3848.0208,-1.55430327133003e+213,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3858.0208,6.21721308532012e+213,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3868.0208,-2.486885234128048e+214,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3878.0208,9.947540936512191e+214,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3888.0208,-3.9790163746048765e+215,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3898.0208,1.5916065498419506e+216,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3908.0208,-6.366426199367802e+216,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3918.0208,2.546570479747121e+217,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3928.0208,-1.0186281918988484e+218,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3938.0208,4.0745127675953935e+218,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3948.0208,-1.6298051070381574e+219,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3958.0208,6.51922042815263e+219,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3968.0208,-2.607688171261052e+220,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3978.0208,1.0430752685044207e+221,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
3988.0208,-4.172301074017683e+221,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
3998.0208,1.6689204296070732e+222,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
4008.0208,-6.675681718428293e+222,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
4018.0208,2.670272687371317e+223,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
4028.0208,-1.0681090749485268e+224,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
4038.0208,4.272436299794107e+224,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
4048.0208,-1.708974519917643e+225,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
4058.0208,6.835898079670572e+225,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0014
4068.0208,-2.7343592318682287e+226,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0014
4078.0208,1.0937436927472915e+227,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4088.0208,-4.374974770989166e+227,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4098.0208,1.7499899083956664e+228,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4108.0208,-6.999959633582665e+228,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4118.0208,2.799983853433066e+229,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4128.0208,-1.1199935413732265e+230,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4138.0208,4.479974165492906e+230,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4148.0208,-1.7919896661971624e+231,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4158.0208,7.16795866478865e+231,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4168.0208,-2.86718346591546e+232,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4178.0208,1.146873386366184e+233,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4188.0208,-4.587493545464736e+233,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4198.0208,1.8349974181858943e+234,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4208.0208,-7.339989672743577e+234,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4218.0208,2.935995869097431e+235,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4228.0208,-1.1743983476389723e+236,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4238.0208,4.697593390555889e+236,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4248.0208,-1.8790373562223557e+237,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4258.0208,7.516149424889423e+237,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4268.0208,-3.006459769955769e+238,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4278.0208,1.2025839079823077e+239,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4288.0208,-4.810335631929231e+239,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4298.0208,1.9241342527716923e+240,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4308.0208,-7.696537011086769e+240,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4318.0208,3.0786148044347076e+241,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4328.0208,-1.231445921773883e+242,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4338.0208,4.925783687095532e+242,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4348.0208,-1.970313474838213e+243,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4358.0208,7.881253899352851e+243,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4368.0208,-3.1525015597411406e+244,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0013
4378.0208,1.2610006238964562e+245,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0013
4388.0208,-5.044002495585825e+245,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4398.0208,2.01760099823433e+246,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4408.0208,-8.07040399293732e+246,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4418.0208,3.228161597174928e+247,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4428.0208,-1.2912646388699712e+248,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4438.0208,5.165058555479885e+248,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4448.0208,-2.066023422191954e+249,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4458.0208,8.264093688767816e+249,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4468.0208,-3.305637475507126e+250,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4478.0208,1.3222549902028505e+251,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4488.0208,-5.289019960811402e+251,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4498.0208,2.1156079843245608e+252,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4508.0208,-8.462431937298243e+252,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4518.0208,3.384972774919297e+253,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4528.0208,-1.353989109967719e+254,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4538.0208,5.415956439870876e+254,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4548.0208,-2.1663825759483503e+255,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4558.0208,8.665530303793401e+255,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4568.0208,-3.4662121215173604e+256,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4578.0208,1.3864848486069442e+257,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4588.0208,-5.545939394427777e+257,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4598.0208,2.2183757577711107e+258,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4608.0208,-8.873503031084443e+258,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4618.0208,3.549401212433777e+259,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4628.0208,-1.4197604849735108e+260,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4638.0208,5.679041939894043e+260,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4648.0208,-2.2716167759576173e+261,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4658.0208,9.08646710383047e+261,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4668.0208,-3.634586841532188e+262,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4678.0208,1.453834736612875e+263,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4688.0208,-5.8153389464515e+263,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4698.0208,2.3261355785806e+264,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4708.0208,-9.3045423143224e+264,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4718.0208,3.72181692572896e+265,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4728.0208,-1.488726770291584e+266,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0012
4738.0208,5.954907081166336e+266,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0012
4748.0208,-2.3819628324665345e+267,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4758.0208,9.527851329866138e+267,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4768.0208,-3.811140531946455e+268,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4778.0208,1.524456212778582e+269,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4788.0208,-6.097824851114328e+269,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4798.0208,2.4391299404457314e+270,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4808.0208,-9.756519761782925e+270,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4818.0208,3.90260790471317e+271,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4828.0208,-1.561043161885268e+272,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4838.0208,6.244172647541072e+272,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4848.0208,-2.497669059016429e+273,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4858.0208,9.990676236065716e+273,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4868.0208,-3.996270494426286e+274,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4878.0208,1.5985081977705145e+275,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4888.0208,-6.394032791082058e+275,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4898.0208,2.557613116432823e+276,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4908.0208,-1.0230452465731293e+277,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4918.0208,4.092180986292517e+277,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4928.0208,-1.636872394517007e+278,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4938.0208,6.547489578068027e+278,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4948.0208,-2.618995831227211e+279,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4958.0208,1.0475983324908844e+280,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4968.0208,-4.1903933299635375e+280,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4978.0208,1.676157331985415e+281,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
4988.0208,-6.70462932794166e+281,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
4998.0208,2.681851731176664e+282,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5008.0208,-1.0727406924706656e+283,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5018.0208,4.2909627698826625e+283,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5028.0208,-1.716385107953065e+284,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5038.0208,6.86554043181226e+284,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5048.0208,-2.746216172724904e+285,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5058.0208,1.0984864690899616e+286,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5068.0208,-4.393945876359846e+286,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5078.0208,1.7575783505439385e+287,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5088.0208,-7.030313402175754e+287,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5098.0208,2.8121253608703017e+288,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5108.0208,-1.1248501443481207e+289,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5118.0208,4.499400577392483e+289,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5128.0208,-1.799760230956993e+290,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5138.0208,7.199040923827972e+290,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5148.0208,-2.879616369531189e+291,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5158.0208,1.1518465478124756e+292,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.0011
5168.0208,-4.607386191249902e+292,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.0011
5178.0208,1.842954476499961e+293,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5188.0208,-7.371817905999844e+293,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5198.0208,2.9487271623999374e+294,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5208.0208,-1.179490864959975e+295,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5218.0208,4.7179634598399e+295,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5228.0208,-1.88718538393596e+296,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5238.0208,7.54874153574384e+296,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5248.0208,-3.019496614297536e+297,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5258.0208,1.2077986457190144e+298,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5268.0208,-4.8311945828760575e+298,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5278.0208,1.932477833150423e+299,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5288.0208,-7.729911332601692e+299,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5298.0208,3.091964533040677e+300,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5308.0208,-1.2367858132162707e+301,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5318.0208,4.947143252865083e+301,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5328.0208,-1.978857301146033e+302,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5338.0208,7.915429204584133e+302,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5348.0208,-3.166171681833653e+303,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5358.0208,1.2664686727334612e+304,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5368.0208,-5.065874690933845e+304,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5378.0208,2.026349876373538e+305,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5388.0208,-8.105399505494152e+305,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5398.0208,3.242159802197661e+306,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5408.0208,-1.2968639208790643e+307,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5418.0208,5.187455683516257e+307,180.0,8.097,0.0,0.0,0.0,1.0,0.986,0.001
5428.0208,-inf,180.0,8.097,0.2348,0.0,0.0,1.0,0.986,0.001
5438.0208,nan,180.0,8.097,0.411,0.0,0.0,1.0,0.986,0.001
5448.0208,nan,180.0,8.097,0.5431,0.0,0.0,1.0,0.986,0.001
5458.0208,nan,180.0,8.097,0.6421,0.0,0.0,1.0,0.986,0.001
5468.0208,nan,180.0,8.097,0.7164,0.0,0.0,1.0,0.986,0.001
5478.0208,nan,180.0,8.097,0.7722,0.0,0.0,1.0,0.986,0.001
5488.0208,nan,180.0,8.097,0.814,0.0,0.0,1.0,0.986,0.001
5498.0208,nan,180.0,8.097,0.8453,0.0,0.0,1.0,0.986,0.001
5508.0208,nan,180.0,8.097,0.8688,0.0,0.0,1.0,0.986,0.001
5518.0208,nan,180.0,8.097,0.8865,0.0,0.0,1.0,0.986,0.001
5528.0208,nan,180.0,8.097,0.8997,0.0,0.0,1.0,0.986,0.001
5538.0208,nan,180.0,8.097,0.9096,0.0,0.0,1.0,0.986,0.001
5548.0208,nan,180.0,8.097,0.917,0.0,0.0,1.0,0.986,0.001
